,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,status_count,follower_count,following_count,num_days,account_creation_date,account_language,statuses_per_day,followers_per_day,following_per_day,desc_len_terms,desc_len_chars,num_list_items,num_hashtags,url_count,has_location,last_tweet_date,class_value
17484,2657721243,⑂ Jesper ⑂,Jesperadooo,Land of The Vikings,Guitarist 🎸 | Muse & Metallica | Marvel & Star Wars |,22925,1296,452,1531,2014-06-30T21:27:24.000Z,en-gb,14.97387329,0.846505552,0.295231875,6,53,1,0,0,1,2018-09-09T20:40:46.000Z,good
101669,1.03261e+18,Eejit Trumpets 🇮🇪🇪🇺,EejitTrumpCult,🇮🇪,Stable genius.. Also Dyslexic & Bipolar.. Celtic Liverpool & family 4Life.. Trump & his cult followers can stay the fuck outta Ireland.. 🖕🏻🧟‍♂️#FlyEaglesFly,2579,189,397,21,2018-08-23T12:39:45.000Z,en,122.8095238,9.0,18.904761899999997,16,156,9,1,0,1,2018-09-13T17:33:03.000Z,good
180426,8.88017e+17,mim👑,mim1230thn,,💜🐯🐭🐰🐹🐨🐥🦄💜,842,39,297,430,2017-07-20T12:44:53.000Z,ja,1.958139535,0.090697674,0.690697674,0,9,1,0,0,0,2018-09-24T00:48:01.000Z,good
93029,45150555.0,Jessica,jessnoblexx,Wales ,21 | USW Student Nurse | Thomas ❤️,7692,531,577,3385,2009-06-06T15:33:08.000Z,en,2.272378139,0.156868538,0.170457903,4,34,1,0,0,1,2018-09-13T08:42:28.000Z,good
29840,9.5473E+17,Yvonne O'Shea,YvonneOShea9,"Dublin City, Ireland",https://www.linkedin.com/in/yvonne-o-shea-16655273,11029,355,74,225,2018-01-20T15:00:59.000Z,en,49.01777778,1.5777777780000002,0.32888888899999996,1,50,4,0,1,1,2018-09-02T17:38:11.000Z,good
109439,39594423.0,Saul_V 🚴🏼‍♀️🏍⛷,3xranger,Texas,"Father, Husband, 3rd/75th Ranger Battalion Veteran (11B2V), equal rights advocate. #VetsAgainstTrump #Resist #VeteransResist #WhereAreTheChildren #RLTW",32967,777,976,3411,2009-05-12T20:59:29.000Z,en,9.664907652,0.22779243600000001,0.286133099,13,151,2,5,0,1,2018-09-13T23:55:39.000Z,good
121885,7.60939e+17,Link2432,Link24322,"Columbia, TN",Just a weeb and a fucking loser,36,4,29,780,2016-08-03T20:43:09.000Z,en,0.046153846,0.005128205,0.037179487000000004,7,31,1,0,0,1,2018-09-23T08:24:57.000Z,good
26853,8.75889E+17,AmericaDoge12,America_Doge12,YouTube ,Gamer guy Loves to play poker 🎮🕹♠♥♣♦🃏,2194,68,213,442,2017-06-17T01:33:51.000Z,en,4.963800905,0.153846154,0.48190045200000003,6,37,1,0,0,1,2018-09-02T08:06:57.000Z,good
23045,3825672374,Mirr | rk1k,disintegrey,Jericho,RK200 💙💚 RK800,20497,380,253,1078,2015-10-08T13:23:41.000Z,en,19.01391466,0.352504638,0.234693878,0,14,1,0,0,1,2018-09-21T12:38:05.000Z,good
19312,2180733508,Will Cyrus ®,Will_i_am_Cyrus,"Barcelona, España","Fan de Miley Cyrus. Compra Younger Now en iTunes, Amazon, Google play, o en tu tienda de discos favorita!!! Smiler 4 Ever",35359,759,926,1776,2013-11-14T14:28:56.000Z,es,19.90934685,0.427364865,0.521396396,21,121,2,0,0,1,2018-09-26T08:05:05.000Z,good
89273,35228361.0,🎮giggles🎮,giggles3475,"Liverpool, England",@autism charity streams. #PUBG #autism #EhlersDanlosSyndrome #IIH #ChiariMalformation #CFS #Fibromyalgia #DDD #Dysautonomia. NSFW lol,52637,1849,3743,3427,2009-04-25T14:58:02.000Z,en,15.3594981,0.539538955,1.092208929,14,133,3,9,0,1,2018-09-13T00:06:33.000Z,good
166940,1.02351e+18,𝘢𝘮𝘢𝘭𝘪𝘢 ⊬,TRENCHlSUP,🌫💡☁️🌟🏹✉️🕯🕊,+ you don’t need to run. —@morphcheetah |,3121,1128,1328,54,2018-07-29T10:03:43.000Z,en,57.7962963,20.88888889,24.59259259,7,41,2,0,0,1,2018-09-22T08:28:24.000Z,good
90080,208321421.0,María,Ma_joshyta,"San Luis Potosí, México","Aprendiz de la vida, amo viajar, la música, bailar y el chocolate. La realidad está, pero uno la puede transformar. It's all about #PublicHealth",3108,235,589,2877,2010-10-27T02:06:47.000Z,es,1.0802919709999999,0.081682308,0.20472714600000003,24,144,3,1,0,1,2018-09-13T01:38:31.000Z,good
42492,739656992.0,Joshua Waeiss,JMWaeiss,"Michigan, USA","likes to chill, play videogames, love animals. i stream  at 9:30pm est. any interaction is appreciated.

https://t.co/yV5wTDfz7K

https://t.co/iLiHmV5f49…",755,94,457,2221,2012-08-06T02:11:18.000Z,en,0.339936965,0.042323278,0.20576317,17,154,9,0,2,1,2018-09-05T22:08:20.000Z,good
135129,8.18967e+17,Eva,AWorldInDreams,,“hey dawg wanna hear a secret?” “I’m allergic to dick shaped food”,2685,28,120,616,2017-01-10T23:45:00.000Z,en,4.358766234,0.045454545,0.194805195,14,66,1,0,0,0,2018-09-19T02:12:49.000Z,good
39231,317952303.0,Alam Ortiz,alamortiz92,New York/Massachusetts/RD,"Hello, My Name is #Alam #ILoveNY and i'm 100% fan of Super Mario, #SonicTheHedgehog and @PowerRangers",189927,1204,3397,2657,2011-06-15T18:46:30.000Z,en,71.48174633,0.45314264200000004,1.278509597,15,101,1,3,0,1,2018-09-23T19:59:41.000Z,good
53015,7.92729e+17,Alyssa,ItsNotAlyssaM,My house,I’m 15 but I look 10,1778,191,581,676,2016-10-30T14:05:12.000Z,en,2.630177515,0.282544379,0.859467456,5,20,1,0,0,1,2018-09-07T00:03:46.000Z,good
42799,8.67821e+17,Godzilla with crocodiles,asreoninfusion,,"I don't really intend to use Twitter much, I'm just here because other cool people have accounts. I have nothing to contribute. ¯\_(ツ)_/¯",31,5,20,482,2017-05-25T19:12:36.000Z,en-gb,0.06431535299999999,0.010373444,0.041493776,23,137,3,0,0,0,2018-09-20T14:46:51.000Z,good
103720,2804489103.0,MatherAvenueSurgery,MatherAveSurg,Liverpool,GP surgery in south Liverpool. We are also on Facebook (http://www.facebook.com/MatherAvenueSurgeryLiverpool19),727,362,662,1440,2014-10-04T10:21:18.000Z,en,0.504861111,0.251388889,0.459722222,11,111,5,0,1,1,2018-09-13T19:05:36.000Z,good
19427,3400534461,The Rocket Gamer | DJ Kurosaki,iRocketGamer52,"Connecticut, USA",You're Underground now... There's no going back...,26490,184,873,1146,2015-08-02T21:35:51.000Z,en,23.11518325,0.160558464,0.761780105,7,50,7,0,0,1,2018-09-22T01:06:49.000Z,good
19436,2744003091,malégna,darkdre4ms,"São Paulo, Brasil",nothing can save you forever but a lot of things can save you today.,9359,107,49,1488,2014-08-16T00:54:52.000Z,pt,6.289650537999999,0.071908602,0.032930108,14,68,2,0,0,1,2018-09-12T23:54:40.000Z,good
174745,8.14581e+17,Bryan “Atsushi” Gintora,bryantheosha,"Woonsocket, Rhode Island, Usa",Anime fan and lover of all thing furry and music,38894,407,544,632,2016-12-29T21:18:52.000Z,en,61.54113924,0.6439873420000001,0.8607594940000001,10,48,1,0,0,1,2018-09-23T17:01:31.000Z,good
24959,4890392483,Totally Not A Changeling,NotAChangeling,,I swear I am human. Want to go skateboards?,111,48,154,936,2016-02-09T01:17:16.000Z,en,0.118589744,0.051282050999999995,0.164529915,9,43,2,0,0,0,2018-09-02T03:41:37.000Z,good
58778,903163308.0,Owen,lungsforlife2,"#Edmonton, #Alberta, Canada","My name is Owen Giesbrecht, I am a husband, father, #RRT, Salesman, & I am trying to make a difference. Check my Blog at http://www.lungsforlife.wordpress.co",3467,501,1448,2143,2012-10-25T04:02:51.000Z,en,1.617825478,0.233784414,0.675688287,24,157,6,1,1,1,2018-09-07T17:29:36.000Z,good
70989,2416031174.0,蒲生四朗,kinchodanuki2,,鉄道マニアです。最近は宮本静のスタッフをしてます。宮本静『我が名は清洲』ユニバーサルミュージックより発売中。平成27年6月にメジャーデビューしました。,277122,944,944,1626,2014-03-28T14:57:36.000Z,ja,170.43173430000002,0.580565806,0.580565806,0,75,1,0,0,0,2018-09-10T02:45:06.000Z,good
168881,9.59481e+17,Rohith Powerstar,PowerstarRohith,"Bengaluru, India","Die hard fan of powerstar Appu😎
Puneeth Rajkumar😍
Rcb'ian😍
care of Karnataka 😎",1472,17,140,231,2018-02-02T17:37:31.000Z,en,6.372294372000001,0.07359307400000001,0.606060606,9,78,1,0,0,1,2018-09-22T14:58:27.000Z,good
145456,1971298669.0,Syukreez,ansyul,,ok so basically im monky,7346,58,85,1796,2013-10-19T11:09:39.000Z,en,4.090200445,0.032293987,0.047327394,5,24,1,0,0,0,2018-09-20T06:08:53.000Z,good
75528,7.46395e+17,Nina,ninasosweet79,"Missouri, USA","Wife, mother, teacher, humanist, traveler. #enough #metoo #feminist Good vibes. Legalize marijuana.",7582,221,602,807,2016-06-24T17:29:14.000Z,en,9.395291202000001,0.27385377899999996,0.745972739,12,99,4,3,0,1,2018-09-10T14:30:13.000Z,good
42473,3455038153.0,pey: human👑🌵,uhm_peyton,Outside Your Window,gtwjdm // slytherin // meme & cacti queen // theatre geek // half-blood // ukulele lover // PMA // secretly wishing I was shane dawson // 👻:peydoesgaming,2111,355,587,1095,2015-09-05T03:25:19.000Z,en,1.9278538809999999,0.32420091300000003,0.536073059,17,153,2,0,0,1,2018-09-04T23:52:24.000Z,good
15304,9.62092E+17,Hope | Luke’s glitter tho 🌹,multiquackson_,,20 | NZ | Sebastian Stan | Tom Holland | Timothée Chalamet | Zendaya | 5SOS | The Vamps | New Hope Club | Andy DeLuca | The Hara,3846,154,303,228,2018-02-09T22:31:08.000Z,en,16.86842105,0.6754385959999999,1.328947368,17,128,1,0,0,0,2018-09-26T19:39:08.000Z,good
73932,249965723.0,MFP1,JVGabe,Central Florida,Don't drink the water. Cheers! Liberal to the core!,6839,150,457,2769,2011-02-10T04:03:40.000Z,en,2.469844709,0.054171181,0.165041531,9,51,2,0,0,1,2018-09-10T10:55:34.000Z,good
20667,8.09275E+17,🦈 Sawface Shark 🦈,AtomicSharkCola,,"Understanding Is What Unites Us, Being Different Is The New Normal, Never Let Someone Make You Feel Small",5838,275,720,646,2016-12-15T05:53:33.000Z,en,9.037151703,0.425696594,1.1145510840000001,18,105,1,0,0,0,2018-09-22T06:43:05.000Z,good
34335,9.99679e+17,jpgamer100,jpgamer84838363,"London, England",Fortnight. username in Fortnite jpgamer100,12,4,16,101,2018-05-24T15:51:57.000Z,en,0.118811881,0.03960396,0.158415842,4,42,2,0,0,1,2018-09-03T11:27:21.000Z,good
135264,251689897.0,Muhammad Irfan,mefaani,"Kingdom of Saudi Arabia, Pakistan","Drilling Engineer, Schlumberger ME. #QAU, #HWU. RT≠Endorsement. ""When stupidity is considered patriotism, it is unsafe to be intelligent.""",1567,196,140,2774,2011-02-13T17:14:45.000Z,en,0.5648882479999999,0.070656092,0.050468637000000004,17,138,5,2,0,1,2018-09-19T02:53:19.000Z,good
216630,4729851142.0,RBW,904youngin,"Jacksonville Beach, FL",#EIRE #DTWD #HALAMADRID #FSU,7099,279,302,769,2016-01-07T01:01:56.000Z,en,9.231469441,0.362808843,0.392717815,4,28,1,4,0,1,2018-02-14T22:15:15.000Z,good
18210,392440678,Anarchist Queen,BVBCena,Marilyn Manson's closet,☣Anarchy☣ ☠Not human☠ 🔥Really Satan🔥 💋Pansexual💋 🔪Genderqueer🔪 ✌🏻️he/him & they/them pronouns✌🏻,16939,681,1014,2512,2011-10-17T01:42:49.000Z,en,6.743232484,0.271098726,0.40366242,0,95,1,0,0,1,2018-09-02T21:58:59.000Z,good
198902,9.47554e+17,실비,potaetaerolls,,i’m here just for 방탄소년단,7284,6,108,266,2017-12-31T19:45:05.000Z,en,27.38345865,0.022556391000000002,0.406015038,6,23,1,0,0,0,2018-09-24T12:39:58.000Z,good
33126,1.03012e+18,poko (ぽこ)✩ CTYL D-14,marikamaru24xx,,"procrastination is my middle name. anime, games, art, fanfics, kpop/hh/rnb, multifandom // smol introvert trying to make friends - twitch: ma2ka4",2548,40,140,36,2018-08-16T16:05:43.000Z,en,70.77777778,1.111111111,3.888888889,17,145,3,0,0,0,2018-09-22T01:47:22.000Z,good
137991,2826016282.0,This was supposed to be a creative name and stuff,HawXFox,Earth,I have nothing worth mentioning yet.,3235,29,89,1440,2014-10-12T20:11:57.000Z,en,2.246527778,0.020138889,0.061805556,6,36,2,0,0,1,2018-09-21T20:22:19.000Z,good
202949,9.43839e+17,จันทร์ฉาย,baddestjhanchai,,the old jhanchai is gone,15108,81,78,277,2017-12-21T13:42:56.000Z,de,54.54151625,0.292418773,0.281588448,5,24,1,0,0,0,2018-09-24T16:23:29.000Z,good
23185,9.758E+17,Ｅs mａ,parkesma1,🚶🏻‍♀️,白血球 サン 。・°･* pp:@tunami28✨,1633,47,297,178,2018-03-19T18:23:14.000Z,en,9.174157303,0.264044944,1.6685393259999999,3,26,2,0,0,1,2018-09-13T19:33:23.000Z,good
21834,8.90274E+17,TheRandomOne,DiamondBird48,Unknown,Random Girl who does random things in her random life. You can see that I'm random,122,5,58,414,2017-07-26T18:12:49.000Z,en,0.29468599,0.012077295,0.140096618,16,82,2,0,0,1,2018-09-13T19:08:04.000Z,good
129860,9.76927e+17,Amber Celeste,astrolinas,Deep In The Heart Of Texas,"When they cry out to me, I will hear, for I am compassionate. Exodus 22:27",2252,1537,2853,179,2018-03-22T21:01:30.000Z,en,12.58100559,8.586592179,15.93854749,14,74,3,0,0,1,2018-09-18T00:02:46.000Z,good
96305,232595161.0,NorthumbriaNHS,NorthumbriaNHS,Northumbria Healthcare NHS FT,"We manage hospitals and community health services in North Tyneside and hospitals, community health and adult social care services in Northumberland.",14512,5918,1047,2812,2010-12-31T16:31:32.000Z,en,5.1607396869999995,2.10455192,0.37233285899999996,21,149,2,0,0,1,2018-09-13T12:13:45.000Z,good
149860,7.31695e+17,Depression,PewPewBamBam,"Florida, USA","Bill Nye Saves the World Season 2, Part 1 now streaming on Netflix.",408,27,254,858,2016-05-15T03:56:19.000Z,en,0.47552447600000003,0.031468531,0.296037296,11,67,2,0,0,1,2018-09-20T18:18:16.000Z,good
123168,3008361326.0,lilian,lilimareea,,"I'm a mum, grandmotherof 10 beautiful people great  grandma of the Cutest little http://girl.love themAll very much,so proud.I take people as they come,:)",17391,365,346,1321,2015-02-02T19:52:54.000Z,en,13.165026500000002,0.276305829,0.261922786,22,154,5,0,1,0,2018-09-16T12:21:54.000Z,good
101662,9.18542e+17,ReSister From Another Mister 🌊,JRussell0728,"Cincinnati, OH","NOTHING LEFT TO DO BUT SMILE SMILE SMILE
#Resist45365 #FBR #TheResistance #CultLeaderTrump #BlueWaveIsHere #SheWarnedUs #WeAreTheResistance",10608,3390,5006,335,2017-10-12T18:21:29.000Z,en,31.66567164,10.11940299,14.94328358,14,139,1,6,0,1,2018-09-13T17:33:59.000Z,good
219387,1684812504.0,DominickPerraglia,DMPerraglia,"Long Island, NY",I’m trash that attends the crane school of music at SUNY Potsdam,23000,495,643,1639,2013-08-20T04:24:18.000Z,en,14.03294692,0.302013423,0.392312386,13,64,1,0,0,1,2018-02-14T05:21:50.000Z,good
144210,2936586138.0,NaniSacks@Ebaydotcom,Elevenken63,"Not Now,Maybe later","I LIVE 
I DIE 
I LIVE AGAIN",25998,336,293,1369,2014-12-20T03:37:46.000Z,en,18.99050402,0.245434624,0.21402483600000002,7,27,1,0,0,1,2018-09-20T03:04:28.000Z,good
197979,1.00126e+18,dania💜,daniasalameh31,taehyung's  heart 💜,"arab army 🇵🇸
BTS stan💫 specially v💜",473,19,175,118,2018-05-29T00:38:01.000Z,en,4.008474576,0.161016949,1.483050847,4,35,1,0,0,1,2018-09-24T11:51:44.000Z,good
163520,2830798333.0,jiovanni jones,JonesPhins14,"Cincinnati, OH",should I make a YouTube channel?,3751,67,231,1458,2014-09-25T00:30:23.000Z,en,2.572702332,0.045953361,0.158436214,6,32,1,0,0,1,2018-09-22T01:04:02.000Z,good
38485,9.58955e+17,kabardepok.id,kabardepok_id,"Depok, Jawa Barat","Mengabarkan Berita Aktual, Faktual, dan Santun",197,35,48,214,2018-02-01T06:46:44.000Z,en,0.920560748,0.16355140199999998,0.224299065,6,46,1,0,0,1,2018-09-04T06:25:34.000Z,good
130816,7.46346e+17,susana ling,susana_silingwu,Always Keep The Faith,"I want to be a gentle people, because I’ve been treated by gentle people, so I understand the feeling of being treated with tenderness. [Natsume Takashi]",394,51,36,815,2016-06-24T14:16:23.000Z,es,0.48343558299999995,0.062576687,0.044171779,27,153,2,0,0,1,2018-09-18T06:44:48.000Z,good
18261,4046324536,Brechin and Beyond,BrechinBeyond,Township of Ramara,"To create pride in the Township of Ramara beginning with the Village of Brechin. 
See http://ramara.ca/images/A09Policies/Volunteering/brechin&beyond_tor.pdf",4594,174,250,1041,2015-10-26T12:56:07.000Z,en,4.413064361,0.167146974,0.240153698,16,157,5,0,1,1,2018-09-01T17:46:47.000Z,good
40438,7.5994e+17,jennny,jungoo_o,꾸꾸 ,Jungkook is the messiah,31390,1451,326,764,2016-08-01T02:33:40.000Z,sv,41.08638743,1.89921466,0.426701571,4,23,1,0,0,1,2018-09-04T17:34:12.000Z,good
212717,7.48954e+17,distress@thedancingplace,myriadkyr,fanaccount dont suspend me st,well ill be fuccgni damnbd _ot4 (!!),125356,306,116,816,2016-07-01T18:59:01.000Z,en,153.622549,0.375,0.142156863,5,36,1,0,0,1,2018-09-26T07:46:59.000Z,good
211897,150158232.0,Krys Byfuglien,knutbyfuglien,,TAMU 2019 NREMT-P,8375,200,388,3039,2010-05-31T06:51:33.000Z,en,2.7558407369999998,0.065811122,0.12767357699999998,1,17,1,0,0,0,2018-09-26T01:09:14.000Z,good
65232,4128390832.0,Liz Berry,Liz_Berry_1,,Senior Nurse for Clinical Practice at Somerset Partnership NHS Foundation Trust. Views expressed are my own.,1924,301,125,1049,2015-11-06T17:24:51.000Z,en,1.8341277409999999,0.28693994300000003,0.119161106,16,108,3,0,0,0,2018-09-21T15:34:20.000Z,good
196627,1.03172e+18,Amareona Muhammad,AmareonaM,,"LOL!! HUGE BTS FAN!! IF NOT AN ARMY, THEN WHY U FOLLOW ME??",1672,37,205,34,2018-08-21T02:03:27.000Z,en,49.17647059,1.088235294,6.029411765,13,59,1,0,0,0,2018-09-24T10:46:34.000Z,good
157979,8.0419e+17,this is mânø❤,KmkMano,"Mettur, India","👉fan of #dhanush👦..
👉see the wrld frst time in dec 5 th👨..
👉royal mechons✌☠..
👉Cric⚾ paithiyamm🏆..
👉want 2 play guitar 🎸🎸 at least 1 time in my life..",61,11,59,661,2016-12-01T05:07:37.000Z,en,0.09228441800000001,0.016641452,0.089258699,14,150,11,0,0,1,2018-09-23T10:38:12.000Z,good
75841,4850150391.0,Jerry R. Beckett,BeckettJerry,,SOLDIER,2159,291,519,957,2016-01-26T15:45:36.000Z,en,2.256008359,0.304075235,0.542319749,1,7,1,0,0,0,2018-09-10T15:20:50.000Z,good
119510,103556226.0,Susan Bailey,suebailey500,Swansea,"A former journalist, I now work in NHS PR.  I'm tweeting in a personal capacity and views are my own",472,135,98,3169,2010-01-10T12:24:04.000Z,en,0.148942884,0.042600189000000004,0.030924582000000003,20,100,2,0,0,1,2018-09-15T09:39:40.000Z,good
153000,9.80687e+17,Ian Smith,Iansuxatgaming,"Tucson, AZ",Music fan. Hard worker. Gamer,57,3,53,171,2018-04-02T06:03:28.000Z,en,0.333333333,0.01754386,0.30994152,5,29,3,0,0,1,2018-09-21T00:45:51.000Z,good
82475,606851865.0,Soon-Shiong,seunasaleye,Nigeria,God's favourite son. Man of honor. #wewolfpack #HustleLoyaltyRespect,2363,190,659,2281,2012-06-13T00:48:32.000Z,en,1.035949145,0.0832968,0.28890837399999997,8,68,3,2,0,1,2018-09-11T17:18:30.000Z,good
48300,3242254980.0,野良猫の散歩道,Tcg3sKISDOVvRYK,布団大好き,動物とファンタジーと絵と話がすき。基本ROM。rt・♡多い人。私をフォローよりリストに入れて偶に覗く方がオススメ。猫写真は実家か猫カフェ※※フォローされてないのに私からの反応が多い人は多分私のリストに入れさせてもらってます。,51851,145,389,1182,2015-06-11T13:08:44.000Z,ja,43.86717428,0.122673435,0.329103215,0,112,1,0,0,1,2018-09-06T01:09:45.000Z,good
107326,129627069.0,aint2sure,aint2sure,Moultrie GA,retired USAF      Zeus is as good a god as any!,26721,702,1235,3083,2010-04-04T23:07:39.000Z,en,8.667207266,0.227700292,0.40058384700000005,10,47,1,0,0,1,2018-09-13T21:31:37.000Z,good
106587,1.01952e+18,MacIntyre - Health,HealthLD,,We promise to support each individual to feel good about themselves and to stay safe and healthy. We want to share our expertise and good practice.,72,92,63,57,2018-07-18T09:58:23.000Z,en,1.263157895,1.614035088,1.105263158,26,147,3,0,0,0,2018-09-13T20:53:13.000Z,good
168554,8.57384e+17,Mason,realAnarkii_,spinning in my chair,Hey. How ya doin?🦕🦖,275,15,161,513,2017-04-26T23:59:34.000Z,en,0.536062378,0.029239766,0.31384015600000004,4,19,2,0,0,1,2018-09-22T14:08:07.000Z,good
119780,4860801839.0,GoodBoi🦄,GoodBoiSimon,Somewhere in Antarctica,World's Funniest Asshole | Youtuber | Editor | Meme God | Professional Sex Pillow,2664,84,190,959,2016-01-29T16:37:51.000Z,en,2.7778936389999997,0.087591241,0.198123045,10,81,1,0,0,1,2018-09-15T11:37:21.000Z,good
22061,142252228,住人A,juuninnA,,フリーのフリーターです,132271,460,4978,3036,2010-05-10T11:20:29.000Z,ja,43.56752306,0.151515152,1.639657444,1,11,1,0,0,0,2018-09-01T23:52:44.000Z,good
189225,8.8369e+17,🐯vaarmyv💜,vaarmyv,,"ความสุขของนู๋ โลกของนู๋❤ @bts_twt

น้อง ลูก และผัว คือคนๆเดียวกัน อรุ่มมมม",2781,8,92,442,2017-07-08T14:10:53.000Z,th,6.291855204,0.018099548,0.20814479600000002,0,74,1,0,0,0,2018-09-24T04:21:02.000Z,good
136032,7.16172e+17,Branko Zigic,ZigicBranko,"T. Korenica, Zagreb, Beograd =",Radoznali trećepozivac.,62268,1645,1584,900,2016-04-02T07:53:32.000Z,sr,69.18666667,1.8277777780000002,1.76,2,23,2,0,0,1,2018-09-19T08:33:03.000Z,good
22125,2338145576,rae will meet dnp TODAY,crinkleyeyedseb,dnp. mcu. sebstan. jse. 🏳️‍🌈,—— more than a manila peep | fan account 🇵🇭,7171,348,264,1674,2014-02-11T10:29:03.000Z,en,4.2837514930000005,0.207885305,0.15770609300000002,7,43,1,0,0,1,2018-09-12T21:11:39.000Z,good
144945,1.04156e+18,'Manda Panda,indigo_blume72,"Rockland County, NY","MH Counseling grad student, Dirty humor enthusiast, Anxious walking paradox.",8,0,4,2,2018-09-17T05:48:37.000Z,en,4.0,0.0,2.0,10,76,2,0,0,1,2018-09-20T04:30:34.000Z,good
